focus_switch_rate,overall_idle_percent,main_keystrokes,main_mouse_events,helper_keystrokes,helper_mouse_events,entertain_keystrokes,entertain_mouse_events,status
5,0.0597238932242802,1.0,0.3433680121796094,0.1193724961854699,0.07849702289836183,0.056378542916392084,0.049373710121727504,productive
42,0.00947511495716961,0.39553632573593184,0.20241159057578165,0.11188490696557989,0.08695143803115779,0.26972061320409396,0.04938178560736936,fragmented
5,0.003796019239007948,0.5620988855846117,0.40746126181260833,0.09716788557057526,0.09065668013074443,0.03150600513122287,0.040359818482143546,productive
38,0.01355245378062108,0.39200963170670056,0.215921261611443,0.09409613786859528,0.1078855090315592,0.3079945064730246,0.06755597465429031,fragmented
21,0.02563008258002914,0.13598997170534224,0.22471237554944318,0.10010244415352088,0.08566151530753101,0.04768611321210649,0.05462937527178614,fragmented
4,0.06791020516837092,1.0,0.4566727542007204,0.12098358869905934,0.08837904897066415,0.04699847935832639,0.049073058377422756,productive
13,0.012382167327615668,0.12038447925350756,0.20453462606488768,0.08461535638892304,0.0932083445460706,0.7647546139880467,0.9771819810903517,distracted
30,0.03663340053856376,0.33407944951341373,0.20360447572940776,0.08948722793724743,0.11914594578517865,0.19403313091798807,0.04063281789900122,fragmented
0,0.044647264342994375,0.704494287763133,0.57599837305897,0.10405229748663639,0.10289066122753189,0.03786844560632465,0.04296204458699762,productive
0,0.9272066355857126,0.0008019847928070717,0.0013297432657333181,0.007763891217209602,0.0,0.0,0.004423815015688502,idle
35,0.016656998195370122,0.47850286320717184,0.18112065303927413,0.10402526331995013,0.11381235600492615,0.0,0.04792887806182081,fragmented
1,0.02758331169705762,0.45359099114121537,0.21121352855231604,0.10205772439561965,0.09820029815745086,0.045282546387008925,0.026101418495045128,productive
9,0.0737583156024482,0.1137982078651646,0.1809494691840969,0.1997161090791515,0.6630852300732678,0.056693517076442046,0.052619326383229886,active
41,0.07044359168971875,0.8196303326031608,0.1847310849125444,0.11639106570130657,0.10585363494795802,0.387977666347813,0.057810818772615395,fragmented
0,0.9855410005035857,0.0,0.013154315086866689,0.0,0.0,0.0,0.006990696657585607,idle
2,0.029458097742787077,0.444148864597884,0.5599291877642276,0.10558391783482722,0.09288920287999884,0.034940564100716526,0.05168576014241296,productive
4,0.06355615084409741,0.2994401771883264,0.20495811095053887,0.21556058622354923,0.5071673520627985,0.05676554937436884,0.07220027139012367,active
4,0.06664249568348352,0.0,0.20289209296421123,0.3166391919970225,0.7674525297924203,0.021480183096337545,0.05357428825222105,active
0,0.10446726407561976,0.0,0.2063686785138316,0.10793416271080747,0.08034835531045569,0.5717193156122704,0.7854692684875076,distracted
0,0.0016373494334317121,0.9009246257954803,0.36283158375554614,0.1002470184885712,0.10309568709666236,0.06625607949770497,0.05409165852278144,productive
47,0.0288092890297399,0.38006930642755776,0.18458339514115302,0.10167346560175089,0.11641957063679316,0.3935531213628168,0.05572601539789354,fragmented
5,0.012269261378829003,0.7612666065177188,0.41008024613408683,0.09671630616855484,0.09261704750368467,0.05146893240469441,0.055270170160652214,productive
0,0.9249879735881407,0.0,0.0,0.0,0.02241103324232295,0.0,0.0011564706339618283,idle
32,0.019907046583172223,0.13749309725095618,0.18293152631217158,0.0946688925113702,0.10511910931666216,0.5540274805397535,0.06569570683320797,fragmented
7,0.11349330091438657,0.0,0.19143014030234398,0.10549766343599751,0.09824594815632869,0.6454120707008402,0.6443543550662202,distracted
16,0.0024040950081121674,0.059997544188408296,0.18057455993101917,0.11119295595282588,0.09678088759930649,0.46139992439808836,0.9719233299416561,distracted
10,0.08015264035798954,0.10673823587263258,0.20416638205536447,0.13825975108874644,0.7032456665833302,0.03707359591526749,0.05174629756789009,active
44,0.011644401107261816,0.5180771780563371,0.20750760749329691,0.07239605123652065,0.10042849047148202,0.22380028010812492,0.05020476723163908,fragmented
7,0.028607648877108472,0.7645337544393263,0.5649773032632612,0.09002655053396268,0.09256650701499552,0.06765465610789514,0.047209242475391766,productive
2,0.035242410119846614,0.9318774051848868,0.08082317050373394,0.08956205017077747,0.10016050434879392,0.03794744637532853,0.04891005319796537,productive
0,0.05829086650861859,0.6713970335389778,0.9490980654138726,0.10793337849904452,0.08771653077299897,0.04036413561741913,0.0539424607330516,productive
16,0.060377309863585846,0.2679305641113078,0.18546457860809273,0.09028929130927574,0.08642369514246166,0.08556983170392082,0.05563795559227204,fragmented
7,0.03930574655687884,0.0,0.20446226225199124,0.09408696382673035,0.0953262450834101,0.843133645690821,0.9206801263053835,distracted
17,0.03694402808272704,0.20099292175712116,0.21261554415201855,0.11039429992577783,0.10280403880216979,0.0,0.07381855730625045,fragmented
11,0.030999883759435767,0.03132051006552882,0.20429153202234238,0.10987143788337156,0.09306856404504091,1.0,0.7868346133744162,distracted
33,0.03077204329624453,0.34086323934070384,0.19286168146667615,0.10910272126425635,0.10928177732392672,0.2834295745275485,0.05829771931090104,fragmented
4,0.051002126953167526,1.0,0.5423000490160236,0.08828295866035649,0.09240210936328015,0.038084031150969484,0.05042548176022908,productive
5,0.03429001059917767,0.6846122067581145,0.8216320141031311,0.09818395438535957,0.10557444891617788,0.04630547608252738,0.04611864978911046,productive
0,0.9971340666351783,0.0009805171663547253,0.0,0.0,0.0072786766189037,0.014088437319260592,0.0016213874213584479,idle
38,0.002155407752448911,0.616988796587668,0.22580338629625085,0.11326217214883112,0.10428354582041051,0.1296263719411468,0.05728530879746265,fragmented
2,0.08123447772130915,0.7591594284342361,0.5574342873472896,0.09803106191808295,0.09916637541419675,0.04861455430224494,0.055978156241046635,productive
46,0.0,0.3498908244388715,0.18753070832609797,0.11227361436812962,0.09065534206576784,0.0,0.05376024478396534,fragmented
6,0.11990948920483259,0.2588331708055521,0.19386252780647542,0.37915626909200856,0.6663449147656051,0.051695241263299795,0.06568405755054242,active
19,0.02985813577936721,0.30637193646816746,0.19925961767869318,0.1135011393999965,0.11165004239469956,0.5904526847828417,0.0500500309805189,fragmented
5,0.040927935273387936,0.15358239410327812,0.2057083938109161,0.10187339047610132,0.09277039972791137,0.38646584652837873,0.9174577801074913,distracted
0,0.2255677000855731,0.07372294463665859,0.18921718107040983,0.21968496393780668,0.8592455324059457,0.04687499275350124,0.055064100921625024,active
9,0.1636432196515212,0.0483178022154675,0.20628914203831228,0.14568868585240427,0.6524247705361292,0.040751470682097106,0.05044167241411067,active
51,0.04509002450602647,0.5843825042298634,0.21405831230000924,0.06459440998190855,0.10660899226550549,0.4172610873990614,0.05622409409795622,fragmented
6,0.0,0.8524966777358159,0.2798487593740916,0.09436634659118404,0.10462638028953875,0.0447834902452826,0.03933024544348242,productive
10,0.09521887997544048,0.1970173632019673,0.1863157048387546,0.140374410753524,0.8119425433291974,0.053283463399775965,0.05204901667527467,active
10,0.0761054452514773,0.2368501081980763,0.19403736258565968,0.2279061472428644,0.68344520652517,0.04969877639955089,0.05653861124605279,active
7,0.1368977159087061,0.219795887449509,0.1911066414548139,0.1837114751067055,0.7392314329161058,0.06889216142344393,0.04798732489963291,active
12,0.11235846800044547,0.17477882688686963,0.18969537180823043,0.23853930257278727,0.811918215814918,0.06836596446305676,0.05456257362630766,active
